seq,name,uscc,pdf_page,tier,track,form,reg_authority,origin,vintage,seed_kw,ocean_kw,support_kw,exclude_kw,holding_kw,anchor_kw,state_kw,risk_flags,score
2260,三亚市羽蓉晶网络科技有限责任公司,91460000MA7KH1NT7Y,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2261,三亚市禹韭文化传媒有限公司,91460000MA7JJCG216,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2262,三亚市庾震蕾网络科技有限公司,91460000MA7LUMW65N,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2263,三亚市宇烁珊商贸有限公司,91460000MA5THM7857,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,商贸,,,,,16
2264,三亚市宇靖恒服装有限公司,91460000MA5TGUNM8N,51,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2265,三亚市虞菲媛信息咨询有限公司,91460000MA7HWADXX4,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2266,三亚市渔浪科技有限责任公司,91460000MA7MDTC57B,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2267,三亚市娱忧信息咨询有限公司,91460000MA7H7FHTX9,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2268,三亚市余信梁网络科技有限公司,91460000MA7LUND75R,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2269,三亚市余婷信网络科技有限公司,91460000MA7GPBAG59,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2270,三亚市余强强电子商务有限公司,91460000MA7HKDJM0E,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2271,三亚市于薇栀网络科技有限公司,91460000MA7GNBX855,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2272,三亚市于嘉大网络科技有限公司,91460000MA5TGDW33H,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2273,三亚市於祯听电子商务有限公司,91460000MA7KB88Q35,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2274,三亚市於蔓香信息咨询有限公司,91460000MA7JTTHY0Q,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2275,三亚市佑填网络科技有限公司,91460000MA7J2EAL19,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2276,三亚市佑琪文化传媒有限公司,91460000MA7KG7X20U,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2277,三亚市由雨双网络科技有限公司,91460000MA7H0BFU6L,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2278,三亚市犹元惜科技有限责任公司,91460000MA7JDR3351,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2279,三亚市尤云丽信息科技有限公司,91460000MA7J3GQD9G,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2280,三亚市尤建本网络科技有限公司,91460000MAA97GKE79,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2281,三亚市优逸文化传媒有限公司,91460000MA7KF7E83E,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2282,三亚市优识贸易有限公司,91460000MAA90NW262,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,贸易,,,,,16
2283,三亚市优芮彭网络科技有限责任公司,91460000MA7LFKFN9E,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2284,三亚市优迪良禾农业有限公司,91460000MAC1379U8Q,51,C 支撑/泛赛道-备选,泛农业经营,独立法人,海南省级登记,本地(省级),MAC,,,,,,,,,34
2285,三亚市优诚汽车销售有限公司,91460000MAEDF24G85,51,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAE,,,,,,,,,16
2286,三亚市永泽网络科技有限公司,91460000MA5TGDWP36,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2287,三亚市永发星选农业科技有限公司,91460000MAK0EDLQ1P,51,A 核心赛道-优先访谈,南繁种业,独立法人,海南省级登记,本地(省级),MAK,农业科技,,,,,,,,66
2288,三亚市勇日网络科技有限公司,91460000MA7KHK3W64,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2289,三亚市勇盛水产有限公司,91460203MADX52JF7U,51,A 核心赛道-优先访谈,深海海洋,独立法人,三亚市/区登记,本地(三亚),MAD,,水产,,,,,,,64
2290,三亚市雍运潍网络科技有限公司,91460000MA7JRM2QXB,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2291,三亚市映雪鼎商贸有限公司,91460000MA5TJ5J86W,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,商贸,,,,,16
2292,三亚市颖秀馨商贸有限公司,91460000MA5TJ5J35L,51,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,商贸,,,,,16
2293,三亚市颖梁网络科技有限公司,91460000MA7KJ46Q33,51,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2294,三亚市迎松环保科技有限公司,91460000MADEC30L92,52,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAD,,,环保科技,,,,,,41
2295,三亚市营星儿网络科技有限公司,91460000MA7G9BW66U,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2296,三亚市营绘文化传媒有限公司,91460000MA7HGPP26T,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2297,三亚市莹洁文化传媒有限公司,91460000MA7HLRX70W,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2298,三亚市盈润实业有限公司,91460000MA5TY4RA20,52,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2299,三亚市盈安虞网络科技有限公司,91460000MA5TEEHF8N,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2300,三亚市英芃网络科技有限公司,91460000MA7J3NLF2H,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2301,三亚市英贡文化传媒有限公司,91460000MA7K5U3732,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2302,三亚市应符文化传媒有限公司,91460000MA7JHL6EXJ,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2303,三亚市印优香信息咨询有限公司,91460000MA7JWQGA62,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2304,三亚市印诚侠网络科技有限公司,91460000MA7K6XC311,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2305,三亚市隐预懿商务咨询有限公司,91460000MA5TEENW57,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,咨询,,,,,16
2306,三亚市尹震璟网络科技有限公司,91460000MA7FCM711W,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2307,三亚市尹裕坤信息咨询有限公司,91460000MA7HKBQXX4,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2308,三亚市音赏信息咨询有限公司,91460000MA7KF1DF84,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2309,三亚市阴鹏文化传媒有限公司,91460000MA7HHGEC9G,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2310,三亚市逸艺网络科技有限公司,91460000MA7GFDC671,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2311,三亚市逸海实业有限公司,91460000MAA90PNG9Y,52,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2312,三亚市逸长宰网络科技有限责任公司,91460000MA7LAQ6294,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2313,三亚市羿睿柔电子商务有限公司,91460000MA7JWRBB5T,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2314,三亚市益雯家信息咨询有限公司,91460000MA7JR1D77K,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2315,三亚市益茶禳服装有限公司,91460000MA5TH3K947,52,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2316,三亚市易用福商贸有限公司,91460000MAE70T5778,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,商贸,,,,,16
2317,三亚市易霞贤网络科技有限公司,91460000MA7JN0AN4A,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2318,三亚市易通达汇贸易有限公司,91460000MADHT1TG2H,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,贸易,,,,,16
2319,三亚市易荣企业管理咨询有限公司,91460000MAA913JH7A,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAA,,,,咨询|企业管理,,,,,16
2320,三亚市亿卡科技有限公司,91460000MAA91XPF0T,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2321,三亚市蚁绳怀科技有限责任公司,91460000MA7KWE8795,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2322,三亚市以斗为记商贸中心（个人独资）,91460000MADBJGGD61,52,E 非目标/对照组池,非目标,个人独资,海南省级登记,本地(省级),MAD,,,,商贸,,,,个人独资(常为持股/通道载体),-6
2323,三亚市遗普网络科技有限公司,91460000MA7J037XX9,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2324,三亚市宜璟宇网络科技有限公司,91460000MA5TGDW091,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2325,三亚市宜尔美商贸有限公司,91460000MADHFXEB7W,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAD,,,,商贸,,,,,16
2326,三亚市夷致萱网络科技有限公司,91460000MAA99UJ13Q,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MAA,,,,,,,,,16
2327,三亚市壹只鱼投资有限公司,91460000MAE32LRY3Y,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
2328,三亚市依暄网络科技有限公司,91460000MA7KHQG70R,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2329,三亚市依姓网络科技有限公司,91460000MA7H5WK074,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2330,三亚市依微网络科技有限公司,91460000MA7L2C539T,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2331,三亚市依客网络科技有限公司,91460000MA7LAPWY34,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2332,三亚市一新优源贸易有限公司,91460000MACTRT861U,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,贸易,,,,,16
2333,三亚市一慕商贸有限公司,91460000MA5TWHLE13,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,商贸,,,,,16
2334,三亚市叶园文化传媒有限公司,91460000MA7HN7691W,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2335,三亚市业人信息咨询有限公司,91460000MA7H7WJE69,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2336,三亚市业恒投资有限公司,91460000MAEJQU3X2H,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAE,,,,,投资,,,纯投资/控股载体,4
2337,三亚市野跋拓电子商务有限责任公司,91460000MA7KQB3Q1W,52,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,电子商务,,,,,16
2338,三亚市冶雅云网络科技有限公司,91460000MA7GQG8HX5,52,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2339,三亚市冶美骏信息咨询有限公司,91460000MA7K4FJL36,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,咨询,,,,,16
2340,三亚市椰梦文化发展有限公司,91460100MA5TUQUM8P,53,E 非目标/对照组池,非目标,独立法人,海口登记,省内迁入/外设,MA5,,,,文化,,,,,10
2341,三亚市椰萝文化创意有限公司,91460000MACM7NFL7F,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MAC,,,,文化,,,,,16
2342,三亚市耀崇文化传媒有限公司,91460000MA7JHLQ29E,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2343,三亚市遥识文化传媒有限公司,91460000MA7JHR9J6L,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2344,三亚市瑶忆新能源科技有限公司,91460000MADDAFQ2XA,53,C 支撑/泛赛道-备选,科技配套,独立法人,海南省级登记,本地(省级),MAD,,,能源科技|新能源,,,,,,41
2345,三亚市尧雪睿商务咨询有限公司,91460000MA5TE8A71M,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,咨询,,,,,16
2346,三亚市尧凡一服装有限公司,91460000MA5TGY9Y8U,53,D 名称无行业信号,待判定,独立法人,海南省级登记,本地(省级),MA5,,,,,,,,,16
2347,三亚市尧彬豪商务咨询有限公司,91460000MA5TEENH2J,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA5,,,,咨询,,,,,16
2348,三亚市姚坤浩网络科技有限公司,91460000MA7KKDEE68,53,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2349,三亚市姚洁锟网络科技有限公司,91460000MA7JN0RR5M,53,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
2350,三亚市养霞允文化传媒有限公司,91460000MA7KEN0X7M,53,E 非目标/对照组池,非目标,独立法人,海南省级登记,本地(省级),MA7,,,,传媒|文化,,,,,16
2351,三亚市养奇菲网络科技有限公司,91460000MA7J257X60,53,F 批量注册特征-单独成组,批量注册特征,独立法人,海南省级登记,本地(省级),MA7,,,,,,,,,16
